t	V
112.000000	-17.942281
112.100000	-17.716991
112.200000	-17.490028
112.300000	-17.261038
112.400000	-17.029623
112.500000	-16.795333
112.600000	-16.557664
112.700000	-16.316042
112.800000	-16.069817
112.900000	-15.818243
113.000000	-15.560466
113.100000	-15.295500
113.200000	-15.022201
113.300000	-14.739237
113.400000	-14.445046
113.500000	-14.137788
113.600000	-13.815277
113.700000	-13.474902
113.800000	-13.113519
113.900000	-12.727315
114.000000	-12.311623
114.100000	-11.860683
114.200000	-11.367310
114.300000	-10.822460
114.400000	-10.214618
114.500000	-9.528976
114.600000	-8.746298
114.700000	-7.841403
114.800000	-6.781213
114.900000	-5.522553
115.000000	-4.010518
115.100000	-2.179921
115.200000	0.034306
115.300000	2.668580
115.400000	5.682203
115.500000	8.920117
115.600000	12.142993
115.700000	15.119292
115.800000	17.697001
115.900000	19.812958
116.000000	21.467132
116.100000	22.694369
116.200000	23.544884
116.300000	24.073017
116.400000	24.331347
116.500000	24.367891
116.600000	24.224982
116.700000	23.939049
116.800000	23.540875
116.900000	23.056078
117.000000	22.505690
117.100000	21.906759
117.200000	21.272924
117.300000	20.614944
117.400000	19.941174
117.500000	19.257976
117.600000	18.570071
117.700000	17.880838
117.800000	17.192558
117.900000	16.506613
118.000000	15.823644
118.100000	15.143673
118.200000	14.466196
118.300000	13.790237
118.400000	13.114393
118.500000	12.436837
118.600000	11.755304
118.700000	11.067049
118.800000	10.368776
118.900000	9.656518
119.000000	8.925489
119.100000	8.169852
119.200000	7.382422
119.300000	6.554240
119.400000	5.674012
119.500000	4.727330
119.600000	3.695650
119.700000	2.554990
119.800000	1.274422
119.900000	-0.185254
120.000000	-1.871575
120.100000	-3.836766
120.200000	-6.126322
120.300000	-8.756696
120.400000	-11.687994
120.500000	-14.812955
120.600000	-17.981492
120.700000	-21.047524
120.800000	-23.903936
120.900000	-26.490741
121.000000	-28.785948
121.100000	-30.792297
121.200000	-32.526368
121.300000	-34.011301
121.400000	-35.272433
121.500000	-36.334865
121.600000	-37.222203
121.700000	-37.955998
121.800000	-38.555558
121.900000	-39.037983
122.000000	-39.418300
122.100000	-39.709650
122.200000	-39.923486
122.300000	-40.069770
122.400000	-40.157162
122.500000	-40.193183
122.600000	-40.184368
122.700000	-40.136399
122.800000	-40.054217
122.900000	-39.942127
123.000000	-39.803880
123.100000	-39.642753
123.200000	-39.461611
123.300000	-39.262964
123.400000	-39.049010
123.500000	-38.821684
123.600000	-38.582688
123.700000	-38.333522
123.800000	-38.075511
123.900000	-37.809828
124.000000	-37.537512
124.100000	-37.259487
124.200000	-36.976573
124.300000	-36.689501
124.400000	-36.398924
124.500000	-36.105426
124.600000	-35.809529
124.700000	-35.511702
124.800000	-35.212363
124.900000	-34.911892
125.000000	-34.610629
125.100000	-34.308879
125.200000	-34.006919
125.300000	-33.704997
125.400000	-33.403339
125.500000	-33.102148
125.600000	-32.801607
125.700000	-32.501880
125.800000	-32.203119
125.900000	-31.905457
126.000000	-31.609015
126.100000	-31.313903
126.200000	-31.020219
126.300000	-30.728051
126.400000	-30.437476
126.500000	-30.148565
126.600000	-29.861379
126.700000	-29.575972
126.800000	-29.292392
126.900000	-29.010680
127.000000	-28.730870
127.100000	-28.452993
127.200000	-28.177072
127.300000	-27.903126
127.400000	-27.631171
127.500000	-27.361216
127.600000	-27.093267
127.700000	-26.827328
127.800000	-26.563396
127.900000	-26.301466
128.000000	-26.041529
128.100000	-25.783574
128.200000	-25.527585
128.300000	-25.273545
128.400000	-25.021432
128.500000	-24.771222
128.600000	-24.522886
128.700000	-24.276396
128.800000	-24.031718
128.900000	-23.788816
129.000000	-23.547650
129.100000	-23.308178
129.200000	-23.070355
129.300000	-22.834131
129.400000	-22.599456
129.500000	-22.366272
129.600000	-22.134520
129.700000	-21.904136
129.800000	-21.675053
